BatchID,DrugID,Quantity,ExpiryDate,DaysToExpiry,ExpiryRisk,DataSource,DataStatus,OperationalUse
B000228,D0006,108.0,2025-02-27,-560,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000229,D0016,389.0,2024-08-28,-743,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000230,D0047,52.0,2027-03-02,173,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000231,D0029,257.0,2025-03-03,-556,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000232,D0042,455.0,2026-03-03,-191,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000233,D0050,187.0,2025-08-26,-380,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000234,D0009,319.0,2025-03-06,-553,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000235,D0018,426.0,2026-03-07,-187,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000236,D0008,50.0,2025-08-29,-377,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000237,D0017,50.0,2027-03-08,179,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000238,D0049,81.0,2026-03-10,-184,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000239,D0021,426.0,2026-03-12,-182,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000240,D0024,107.0,2025-03-19,-540,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000241,D0038,155.0,2024-09-15,-725,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000242,D0034,95.0,2025-03-21,-538,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000243,D0043,455.0,2024-09-18,-722,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000244,D0027,449.0,2025-09-14,-361,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000245,D0007,162.0,2027-03-23,194,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000246,D0001,400.0,2025-09-17,-358,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000247,D0014,50.0,2026-03-29,-165,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000248,D0035,296.0,2026-03-30,-164,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000249,D0005,318.0,2026-04-02,-161,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000250,D0010,51.0,2025-04-02,-526,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000251,D0037,43.0,2024-10-04,-706,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000252,D0003,137.0,2024-10-05,-705,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000253,D0046,218.0,2025-09-30,-345,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000254,D0048,414.0,2026-04-08,-155,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000255,D0030,48.0,2026-04-10,-153,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000256,D0029,257.0,2025-04-10,-518,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000257,D0011,279.0,2026-04-11,-152,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000258,D0031,50.0,2026-04-13,-150,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000259,D0042,455.0,2026-04-13,-150,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000260,D0032,178.0,2027-04-13,215,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000261,D0009,319.0,2025-04-16,-512,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000262,D0006,97.0,2025-04-18,-510,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000263,D0016,389.0,2024-10-15,-695,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000264,D0050,187.0,2025-10-11,-334,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000265,D0039,53.0,2027-04-21,223,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000266,D0047,52.0,2027-04-22,224,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000267,D0049,88.0,2026-04-23,-140,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000268,D0041,53.0,2024-10-24,-686,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000269,D0022,50.0,2024-10-24,-686,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000270,D0033,45.0,2025-04-28,-500,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000271,D0017,50.0,2027-04-28,230,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000272,D0027,449.0,2025-10-23,-322,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000273,D0021,426.0,2026-05-02,-131,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000274,D0018,426.0,2026-05-03,-130,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000275,D0038,155.0,2024-11-02,-677,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000276,D0008,50.0,2025-10-30,-315,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000277,D0043,455.0,2024-11-04,-675,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000278,D0001,400.0,2025-11-02,-312,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000279,D0034,78.0,2025-05-16,-482,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000280,D0007,134.0,2027-05-16,248,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000281,D0037,52.0,2024-11-13,-666,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000282,D0010,51.0,2025-05-17,-481,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000283,D0024,107.0,2025-05-18,-480,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000284,D0030,56.0,2026-05-18,-115,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000285,D0041,53.0,2024-11-17,-662,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000286,D0035,296.0,2026-05-25,-108,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000287,D0005,318.0,2026-05-26,-107,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000288,D0003,137.0,2024-11-22,-657,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000289,D0029,257.0,2025-05-28,-470,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000290,D0011,279.0,2026-05-29,-104,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000291,D0048,414.0,2026-05-29,-104,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000292,D0042,375.0,2026-05-31,-102,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000293,D0006,88.0,2025-06-03,-464,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000294,D0014,50.0,2026-06-04,-98,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000295,D0047,52.0,2027-06-04,267,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000296,D0009,319.0,2025-06-05,-462,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000297,D0049,88.0,2026-06-08,-94,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000298,D0046,201.0,2025-12-01,-283,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000299,D0001,400.0,2025-12-03,-281,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000300,D0016,389.0,2024-12-10,-639,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000301,D0018,426.0,2026-06-15,-87,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000302,D0027,449.0,2025-12-07,-277,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000303,D0032,178.0,2027-06-16,279,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000304,D0034,95.0,2025-06-16,-451,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000305,D0017,50.0,2027-06-17,280,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000306,D0039,53.0,2027-06-18,281,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000307,D0038,155.0,2024-12-26,-623,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000308,D0021,426.0,2026-06-30,-72,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000309,D0007,162.0,2027-07-02,295,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000310,D0050,187.0,2025-12-25,-259,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000311,D0043,408.0,2025-01-02,-616,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000312,D0024,107.0,2025-07-07,-430,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000313,D0008,50.0,2026-01-01,-252,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000314,D0041,53.0,2025-01-07,-611,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000315,D0037,52.0,2025-01-07,-611,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000316,D0030,56.0,2026-07-13,-59,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000317,D0035,296.0,2026-07-14,-58,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000318,D0003,137.0,2025-01-12,-606,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000319,D0022,50.0,2025-01-14,-604,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000320,D0033,50.0,2025-07-19,-418,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000321,D0042,455.0,2026-07-19,-53,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000322,D0005,318.0,2026-07-21,-51,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000323,D0048,356.0,2026-07-21,-51,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000324,D0006,108.0,2025-07-22,-415,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000325,D0046,218.0,2026-01-13,-240,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000326,D0011,279.0,2026-07-26,-46,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000327,D0009,319.0,2025-07-27,-410,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000328,D0029,257.0,2025-07-28,-409,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000329,D0045,50.0,2027-07-29,322,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000330,D0010,51.0,2025-07-30,-407,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000331,D0017,50.0,2027-08-03,327,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000332,D0016,389.0,2025-02-05,-582,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000333,D0039,53.0,2027-08-11,335,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000334,D0001,400.0,2026-02-03,-219,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000335,D0032,178.0,2027-08-13,337,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000336,D0021,395.0,2026-08-13,-28,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000337,D0047,52.0,2027-08-13,337,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000338,D0049,88.0,2026-08-13,-28,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000339,D0018,426.0,2026-08-16,-25,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000340,D0050,187.0,2026-02-09,-213,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000341,D0031,50.0,2026-08-18,-23,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000342,D0034,95.0,2025-08-20,-386,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000343,D0027,449.0,2026-02-15,-207,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000344,D0043,455.0,2025-02-25,-562,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000345,D0014,50.0,2026-08-31,-10,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000346,D0007,162.0,2027-09-04,359,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000347,D0041,53.0,2025-03-04,-555,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000348,D0024,107.0,2025-09-06,-369,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000349,D0038,155.0,2025-03-08,-551,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000350,D0044,50.0,2025-03-15,-544,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000351,D0003,137.0,2025-03-15,-544,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000352,D0042,455.0,2026-09-19,9,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000353,D0008,50.0,2026-03-14,-180,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000354,D0048,414.0,2026-09-21,11,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000355,D0030,56.0,2026-09-21,11,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000356,D0005,318.0,2026-09-25,15,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000357,D0006,108.0,2025-09-25,-350,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000358,D0035,296.0,2026-09-26,16,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000359,D0029,257.0,2025-09-30,-345,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000360,D0046,218.0,2026-03-26,-168,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000361,D0009,319.0,2025-10-06,-339,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000362,D0010,51.0,2025-10-10,-335,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000363,D0011,279.0,2026-10-12,32,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000364,D0037,52.0,2025-04-13,-515,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000365,D0001,400.0,2026-04-10,-153,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000366,D0049,88.0,2026-10-23,43,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000367,D0021,426.0,2026-10-24,44,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000368,D0016,389.0,2025-04-26,-502,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000369,D0050,187.0,2026-04-21,-142,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000370,D0018,426.0,2026-11-01,52,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000371,D0033,50.0,2025-11-01,-313,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000372,D0039,53.0,2027-11-02,418,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000373,D0027,449.0,2026-04-26,-137,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000374,D0017,50.0,2027-11-03,419,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000375,D0043,455.0,2025-05-06,-492,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000376,D0032,178.0,2027-11-10,426,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000377,D0047,52.0,2027-11-12,428,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000378,D0034,95.0,2025-11-14,-300,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000379,D0038,155.0,2025-05-15,-483,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000380,D0041,53.0,2025-05-16,-482,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000381,D0022,50.0,2025-05-18,-480,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000382,D0042,424.0,2026-11-21,72,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000383,D0024,107.0,2025-11-23,-291,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000384,D0003,137.0,2025-05-26,-472,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000385,D0014,50.0,2026-12-02,83,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000386,D0007,162.0,2027-12-03,449,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000387,D0048,414.0,2026-12-03,84,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000388,D0029,257.0,2025-12-11,-273,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000389,D0006,108.0,2025-12-12,-272,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000390,D0008,50.0,2026-06-06,-96,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000391,D0030,56.0,2026-12-14,95,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000392,D0005,318.0,2026-12-15,96,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000393,D0035,296.0,2026-12-17,98,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000394,D0001,400.0,2026-06-10,-92,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000395,D0010,51.0,2025-12-17,-267,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000396,D0009,264.0,2025-12-23,-261,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000397,D0011,253.0,2026-12-26,107,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000398,D0037,48.0,2025-06-25,-442,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000399,D0046,218.0,2026-06-22,-80,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000400,D0049,88.0,2027-01-03,115,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000401,D0021,426.0,2027-01-04,116,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000402,D0027,449.0,2026-06-29,-73,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000403,D0016,389.0,2025-07-07,-430,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000404,D0018,426.0,2027-01-08,120,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000405,D0043,455.0,2025-07-07,-430,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000406,D0017,44.0,2028-01-12,489,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000407,D0039,53.0,2028-01-13,490,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000408,D0050,187.0,2026-07-07,-65,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000409,D0041,53.0,2025-07-15,-422,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000410,D0024,107.0,2026-01-17,-236,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000411,D0038,155.0,2025-07-18,-419,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000412,D0032,178.0,2028-01-21,498,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000413,D0031,50.0,2027-01-22,134,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000414,D0042,455.0,2027-01-23,135,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000415,D0007,162.0,2028-01-23,500,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000416,D0009,270.0,2026-01-26,-227,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000417,D0034,95.0,2026-01-27,-226,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000418,D0047,52.0,2028-01-28,505,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000419,D0006,108.0,2026-01-30,-223,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000420,D0048,414.0,2027-01-31,143,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000421,D0033,44.0,2026-02-03,-219,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000422,D0030,56.0,2027-02-04,147,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000423,D0003,137.0,2025-08-05,-401,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000424,D0001,400.0,2026-08-04,-37,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000425,D0029,257.0,2026-02-11,-211,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000426,D0035,296.0,2027-02-11,154,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000427,D0005,318.0,2027-02-13,156,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000428,D0011,279.0,2027-02-14,157,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000429,D0021,426.0,2027-02-17,160,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000430,D0037,52.0,2025-08-16,-390,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000431,D0008,50.0,2026-08-14,-27,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000432,D0027,449.0,2026-08-15,-26,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000433,D0046,218.0,2026-08-16,-25,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000434,D0010,51.0,2026-02-22,-200,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000435,D0049,71.0,2027-02-23,166,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000436,D0016,347.0,2025-08-22,-384,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000437,D0014,50.0,2027-02-24,167,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000438,D0026,50.0,2027-02-25,168,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000439,D0022,50.0,2025-08-27,-379,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000440,D0017,50.0,2028-03-02,539,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000441,D0039,53.0,2028-03-02,539,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000442,D0041,53.0,2025-09-04,-371,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000443,D0018,426.0,2027-03-09,180,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000444,D0043,455.0,2025-09-05,-370,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000445,D0042,455.0,2027-03-09,180,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000446,D0024,90.0,2026-03-11,-183,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000447,D0038,155.0,2025-09-09,-366,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000448,D0009,319.0,2026-03-14,-180,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000449,D0047,52.0,2028-03-17,554,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000450,D0007,162.0,2028-03-18,555,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000451,D0034,95.0,2026-03-20,-174,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000452,D0003,119.0,2025-09-16,-359,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000453,D0048,414.0,2027-03-22,193,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000454,D0001,400.0,2026-09-13,3,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000455,D0049,88.0,2027-03-22,193,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000456,D0050,187.0,2026-09-15,5,CRITICAL,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000457,D0032,178.0,2028-03-23,560,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000458,D0029,257.0,2026-03-29,-165,EXPIRED,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
