SaleID,Timestamp,DrugID,Quantity,UnitPrice,Revenue,BatchID,DataSource,DataStatus,NotOperationalEvidence
SALE00015036,2024-03-02T13:57:00,D0047,1,33.93,33.93,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015037,2024-03-02T12:55:00,D0048,11,43.3,476.3,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015038,2024-03-02T09:39:00,D0049,1,82.09,82.09,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015039,2024-03-02T21:27:00,D0050,5,22.42,112.1,B000194,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015040,2024-03-03T15:32:00,D0001,5,10.71,53.55,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015041,2024-03-03T17:49:00,D0003,2,84.38,168.76,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015042,2024-03-03T19:22:00,D0004,1,88.55,88.55,B000004,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015043,2024-03-03T09:22:00,D0005,6,52.09,312.54,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015044,2024-03-03T18:40:00,D0006,1,61.77,61.77,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015045,2024-03-03T09:59:00,D0007,4,74.09,296.36,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015046,2024-03-03T16:29:00,D0009,4,21.38,85.52,B000205,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015047,2024-03-03T20:54:00,D0010,1,47.12,47.12,B000215,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015048,2024-03-03T11:59:00,D0011,4,50.9,203.6,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015049,2024-03-03T14:07:00,D0012,1,30.61,30.61,B000012,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015050,2024-03-03T13:46:00,D0013,1,30.24,30.24,B000013,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015051,2024-03-03T19:16:00,D0016,9,51.61,464.49,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015052,2024-03-03T13:00:00,D0017,1,51.11,51.11,B000199,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015053,2024-03-03T08:59:00,D0018,10,78.06,780.6,B000198,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015054,2024-03-03T13:32:00,D0019,1,91.17,91.17,B000019,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015055,2024-03-03T18:38:00,D0021,10,57.92,579.2,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015056,2024-03-03T18:47:00,D0022,1,35.59,35.59,B000219,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015057,2024-03-03T12:00:00,D0023,1,55.78,55.78,B000023,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015058,2024-03-03T09:28:00,D0024,2,25.32,50.64,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015059,2024-03-03T16:08:00,D0027,7,21.0,147.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015060,2024-03-03T16:39:00,D0028,1,46.99,46.99,B000028,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015061,2024-03-03T15:30:00,D0029,7,13.88,97.16,B000231,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015062,2024-03-03T21:08:00,D0030,1,29.59,29.59,B000221,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015063,2024-03-03T10:51:00,D0032,3,53.65,160.95,B000227,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015064,2024-03-03T21:44:00,D0034,2,34.89,69.78,B000209,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015065,2024-03-03T18:56:00,D0035,3,13.01,39.03,B000213,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015066,2024-03-03T13:50:00,D0037,1,46.49,46.49,B000211,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015067,2024-03-03T17:31:00,D0038,3,3.72,11.16,B000206,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015068,2024-03-03T14:37:00,D0039,1,61.94,61.94,B000224,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015069,2024-03-03T17:13:00,D0041,1,102.43,102.43,B000226,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015070,2024-03-03T21:40:00,D0042,8,21.23,169.84,B000232,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015071,2024-03-03T08:40:00,D0043,8,38.77,310.16,B000212,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015072,2024-03-03T13:24:00,D0044,1,53.91,53.91,B000044,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015073,2024-03-03T09:30:00,D0045,1,60.67,60.67,B000045,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015074,2024-03-03T15:34:00,D0046,3,51.02,153.06,B000225,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015075,2024-03-03T20:33:00,D0047,1,33.93,33.93,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015076,2024-03-03T09:03:00,D0048,8,43.3,346.4,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015077,2024-03-03T20:57:00,D0049,1,82.09,82.09,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015078,2024-03-03T09:28:00,D0050,3,22.42,67.26,B000194,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015079,2024-03-04T20:19:00,D0001,7,10.71,74.97,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015080,2024-03-04T21:47:00,D0003,3,84.38,253.14,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015081,2024-03-04T19:03:00,D0005,6,52.09,312.54,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015082,2024-03-04T13:02:00,D0006,2,61.77,123.54,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015083,2024-03-04T12:06:00,D0007,4,74.09,296.36,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015084,2024-03-04T16:22:00,D0008,1,62.15,62.15,B000008,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015085,2024-03-04T21:05:00,D0009,9,21.38,192.42,B000205,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015086,2024-03-04T08:49:00,D0010,1,47.12,47.12,B000215,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015087,2024-03-04T10:25:00,D0011,6,50.9,305.4,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015088,2024-03-04T19:23:00,D0013,1,30.24,30.24,B000013,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015089,2024-03-04T21:11:00,D0014,1,21.2,21.2,B000217,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015090,2024-03-04T12:40:00,D0016,7,51.61,361.27,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015091,2024-03-04T11:08:00,D0018,10,78.06,780.6,B000198,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015092,2024-03-04T20:19:00,D0021,7,57.92,405.44,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015093,2024-03-04T11:27:00,D0022,1,35.59,35.59,B000219,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015094,2024-03-04T11:46:00,D0024,1,25.32,25.32,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015095,2024-03-04T13:29:00,D0026,1,84.52,84.52,B000026,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015096,2024-03-04T15:29:00,D0027,11,21.0,231.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015097,2024-03-04T20:39:00,D0029,5,13.88,69.4,B000231,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015098,2024-03-04T20:43:00,D0030,1,29.59,29.59,B000221,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015099,2024-03-04T14:23:00,D0032,3,53.65,160.95,B000227,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015100,2024-03-04T11:50:00,D0034,2,34.89,69.78,B000209,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015101,2024-03-04T11:20:00,D0035,6,13.01,78.06,B000213,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015102,2024-03-04T11:47:00,D0036,1,47.28,47.28,B000036,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015103,2024-03-04T08:03:00,D0037,1,46.49,46.49,B000211,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015104,2024-03-04T09:14:00,D0038,4,3.72,14.88,B000206,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015105,2024-03-04T17:55:00,D0039,1,61.94,61.94,B000224,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015106,2024-03-04T11:50:00,D0040,1,46.28,46.28,B000040,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015107,2024-03-04T12:44:00,D0042,10,21.23,212.3,B000232,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015108,2024-03-04T08:55:00,D0043,10,38.77,387.7,B000212,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015109,2024-03-04T08:54:00,D0046,3,51.02,153.06,B000225,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015110,2024-03-04T19:23:00,D0047,1,33.93,33.93,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015111,2024-03-04T20:00:00,D0048,8,43.3,346.4,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015112,2024-03-04T16:14:00,D0049,1,82.09,82.09,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015113,2024-03-04T14:33:00,D0050,3,22.42,67.26,B000233,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015114,2024-03-05T20:32:00,D0001,6,10.71,64.26,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015115,2024-03-05T08:15:00,D0003,2,84.38,168.76,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015116,2024-03-05T17:01:00,D0004,1,88.55,88.55,B000004,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015117,2024-03-05T20:52:00,D0005,6,52.09,312.54,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015118,2024-03-05T13:25:00,D0006,1,61.77,61.77,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015119,2024-03-05T19:08:00,D0007,4,74.09,296.36,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015120,2024-03-05T16:27:00,D0009,15,21.38,320.7,B000205,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015121,2024-03-05T12:15:00,D0010,1,47.12,47.12,B000215,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015122,2024-03-05T13:13:00,D0011,4,50.9,203.6,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015123,2024-03-05T11:15:00,D0012,1,30.61,30.61,B000012,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015124,2024-03-05T15:14:00,D0013,1,30.24,30.24,B000013,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015125,2024-03-05T18:51:00,D0016,8,51.61,412.88,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015126,2024-03-05T12:20:00,D0017,1,51.11,51.11,B000199,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015127,2024-03-05T10:14:00,D0018,8,78.06,624.48,B000198,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015128,2024-03-05T21:58:00,D0021,6,57.92,347.52,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015129,2024-03-05T12:54:00,D0024,1,25.32,25.32,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015130,2024-03-05T11:14:00,D0025,1,3.32,3.32,B000025,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015131,2024-03-05T10:55:00,D0026,1,84.52,84.52,B000026,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015132,2024-03-05T14:49:00,D0027,6,21.0,126.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015133,2024-03-05T15:52:00,D0029,4,13.88,55.52,B000231,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015134,2024-03-05T14:23:00,D0030,2,29.59,59.18,B000221,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015135,2024-03-05T18:19:00,D0032,5,53.65,268.25,B000227,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015136,2024-03-05T18:14:00,D0033,1,66.98,66.98,B000216,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015137,2024-03-05T09:11:00,D0034,4,34.89,139.56,B000209,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015138,2024-03-05T09:45:00,D0035,6,13.01,78.06,B000213,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015139,2024-03-05T13:38:00,D0037,1,46.49,46.49,B000211,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015140,2024-03-05T08:51:00,D0038,4,3.72,14.88,B000206,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015141,2024-03-05T20:45:00,D0039,1,61.94,61.94,B000224,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015142,2024-03-05T08:30:00,D0041,1,102.43,102.43,B000226,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015143,2024-03-05T09:06:00,D0042,11,21.23,233.53,B000232,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015144,2024-03-05T14:55:00,D0043,10,38.77,387.7,B000212,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015145,2024-03-05T15:16:00,D0046,5,51.02,255.1,B000225,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015146,2024-03-05T10:01:00,D0047,2,33.93,67.86,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015147,2024-03-05T18:50:00,D0048,9,43.3,389.7,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015148,2024-03-05T21:16:00,D0049,2,82.09,164.18,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015149,2024-03-05T15:44:00,D0050,2,22.42,44.84,B000233,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015150,2024-03-06T11:14:00,D0001,7,10.71,74.97,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015151,2024-03-06T08:38:00,D0003,4,84.38,337.52,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015152,2024-03-06T16:17:00,D0005,5,52.09,260.45,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015153,2024-03-06T21:49:00,D0006,1,61.77,61.77,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015154,2024-03-06T19:53:00,D0007,3,74.09,222.27,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015155,2024-03-06T10:49:00,D0008,1,62.15,62.15,B000008,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015156,2024-03-06T09:36:00,D0009,2,21.38,42.76,B000234,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015157,2024-03-06T19:20:00,D0010,1,47.12,47.12,B000215,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015158,2024-03-06T21:48:00,D0011,6,50.9,305.4,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015159,2024-03-06T13:14:00,D0014,1,21.2,21.2,B000217,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015160,2024-03-06T11:21:00,D0015,1,75.33,75.33,B000015,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015161,2024-03-06T21:47:00,D0016,11,51.61,567.71,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015162,2024-03-06T20:43:00,D0017,1,51.11,51.11,B000199,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015163,2024-03-06T11:35:00,D0018,11,78.06,858.66,B000198,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015164,2024-03-06T14:39:00,D0020,1,104.74,104.74,B000020,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015165,2024-03-06T08:40:00,D0021,7,57.92,405.44,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015166,2024-03-06T19:27:00,D0022,1,35.59,35.59,B000219,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015167,2024-03-06T18:18:00,D0023,1,55.78,55.78,B000023,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015168,2024-03-06T08:16:00,D0024,2,25.32,50.64,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015169,2024-03-06T19:52:00,D0027,10,21.0,210.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015170,2024-03-06T17:30:00,D0028,1,46.99,46.99,B000028,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015171,2024-03-06T11:41:00,D0029,6,13.88,83.28,B000231,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015172,2024-03-06T11:33:00,D0030,1,29.59,29.59,B000221,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015173,2024-03-06T10:30:00,D0032,4,53.65,214.6,B000227,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015174,2024-03-06T20:32:00,D0034,2,34.89,69.78,B000209,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015175,2024-03-06T16:06:00,D0035,4,13.01,52.04,B000213,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015176,2024-03-06T11:50:00,D0037,1,46.49,46.49,B000211,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015177,2024-03-06T17:12:00,D0038,4,3.72,14.88,B000206,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015178,2024-03-06T19:15:00,D0039,2,61.94,123.88,B000224,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015179,2024-03-06T19:38:00,D0040,1,46.28,46.28,B000040,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015180,2024-03-06T10:15:00,D0041,1,102.43,102.43,B000226,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015181,2024-03-06T17:28:00,D0042,10,21.23,212.3,B000232,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015182,2024-03-06T12:46:00,D0043,13,38.77,504.01,B000212,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015183,2024-03-06T09:30:00,D0046,4,51.02,204.08,B000225,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015184,2024-03-06T18:26:00,D0047,1,33.93,33.93,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015185,2024-03-06T10:23:00,D0048,7,43.3,303.1,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015186,2024-03-06T09:51:00,D0049,2,82.09,164.18,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015187,2024-03-06T10:37:00,D0050,3,22.42,67.26,B000233,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015188,2024-03-07T09:44:00,D0001,8,10.71,85.68,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015189,2024-03-07T08:51:00,D0003,3,84.38,253.14,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015190,2024-03-07T15:31:00,D0005,6,52.09,312.54,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015191,2024-03-07T11:22:00,D0006,2,61.77,123.54,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015192,2024-03-07T20:17:00,D0007,3,74.09,222.27,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015193,2024-03-07T09:52:00,D0008,1,62.15,62.15,B000236,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015194,2024-03-07T08:07:00,D0009,7,21.38,149.66,B000234,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015195,2024-03-07T12:50:00,D0011,5,50.9,254.5,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015196,2024-03-07T13:19:00,D0013,1,30.24,30.24,B000013,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015197,2024-03-07T11:51:00,D0014,1,21.2,21.2,B000217,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015198,2024-03-07T17:04:00,D0015,1,75.33,75.33,B000015,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015199,2024-03-07T17:34:00,D0016,9,51.61,464.49,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015200,2024-03-07T12:26:00,D0017,1,51.11,51.11,B000199,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015201,2024-03-07T18:09:00,D0018,5,78.06,390.3,B000235,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015202,2024-03-07T18:18:00,D0019,1,91.17,91.17,B000019,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015203,2024-03-07T10:43:00,D0021,10,57.92,579.2,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015204,2024-03-07T10:46:00,D0022,1,35.59,35.59,B000219,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015205,2024-03-07T14:17:00,D0024,2,25.32,50.64,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015206,2024-03-07T18:33:00,D0027,8,21.0,168.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015207,2024-03-07T14:48:00,D0029,4,13.88,55.52,B000231,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015208,2024-03-07T14:19:00,D0030,2,29.59,59.18,B000221,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015209,2024-03-07T21:27:00,D0031,1,68.71,68.71,B000184,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015210,2024-03-07T17:05:00,D0032,4,53.65,214.6,B000227,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015211,2024-03-07T09:55:00,D0033,1,66.98,66.98,B000216,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015212,2024-03-07T09:11:00,D0034,4,34.89,139.56,B000209,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015213,2024-03-07T11:26:00,D0035,6,13.01,78.06,B000213,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015214,2024-03-07T11:39:00,D0037,1,46.49,46.49,B000211,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015215,2024-03-07T09:01:00,D0038,3,3.72,11.16,B000206,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015216,2024-03-07T20:39:00,D0039,1,61.94,61.94,B000224,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015217,2024-03-07T19:25:00,D0041,1,102.43,102.43,B000226,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015218,2024-03-07T13:47:00,D0042,8,21.23,169.84,B000232,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015219,2024-03-07T15:17:00,D0043,11,38.77,426.47,B000212,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015220,2024-03-07T20:56:00,D0044,1,53.91,53.91,B000044,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015221,2024-03-07T14:00:00,D0046,5,51.02,255.1,B000225,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015222,2024-03-07T10:28:00,D0047,1,33.93,33.93,B000230,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015223,2024-03-07T17:29:00,D0048,10,43.3,433.0,B000220,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015224,2024-03-07T18:24:00,D0049,1,82.09,82.09,B000204,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015225,2024-03-07T14:49:00,D0050,2,22.42,44.84,B000233,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015226,2024-03-08T09:35:00,D0001,8,10.71,85.68,B000210,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015227,2024-03-08T13:10:00,D0003,3,84.38,253.14,B000223,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015228,2024-03-08T19:22:00,D0005,7,52.09,364.63,B000218,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015229,2024-03-08T11:14:00,D0006,2,61.77,123.54,B000228,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015230,2024-03-08T13:01:00,D0007,5,74.09,370.45,B000214,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015231,2024-03-08T10:58:00,D0008,1,62.15,62.15,B000236,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015232,2024-03-08T14:58:00,D0009,6,21.38,128.28,B000234,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015233,2024-03-08T09:04:00,D0010,1,47.12,47.12,B000215,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015234,2024-03-08T10:12:00,D0011,7,50.9,356.3,B000222,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015235,2024-03-08T21:34:00,D0012,1,30.61,30.61,B000012,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015236,2024-03-08T16:08:00,D0014,1,21.2,21.2,B000217,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015237,2024-03-08T09:01:00,D0016,13,51.61,670.93,B000229,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015238,2024-03-08T13:15:00,D0017,1,51.11,51.11,B000237,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015239,2024-03-08T11:58:00,D0018,7,78.06,546.42,B000235,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015240,2024-03-08T20:26:00,D0021,8,57.92,463.36,B000203,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015241,2024-03-08T17:38:00,D0024,3,25.32,75.96,B000208,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015242,2024-03-08T08:08:00,D0026,1,84.52,84.52,B000026,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
SALE00015243,2024-03-08T12:06:00,D0027,9,21.0,189.0,B000207,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
