ReturnID,Timestamp,SaleID,DrugID,Quantity,Reason,DataSource,DataStatus,NotOperationalEvidence
RET0000204,2024-01-01T11:55:00,SALE00012790,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000205,2024-01-04T12:57:00,SALE00012890,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000206,2024-01-04T20:37:00,SALE00012899,D0030,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000207,2024-01-06T11:18:00,SALE00012966,D0024,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000208,2024-01-06T21:50:00,SALE00012978,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000209,2024-01-08T18:15:00,SALE00013030,D0016,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000210,2024-01-10T11:13:00,SALE00013121,D0043,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000211,2024-01-13T11:18:00,SALE00013209,D0011,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000212,2024-01-15T21:16:00,SALE00013293,D0033,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000213,2024-01-15T18:57:00,SALE00013301,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000214,2024-01-15T18:46:00,SALE00013304,D0047,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000215,2024-01-16T17:01:00,SALE00013346,D0050,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000216,2024-01-18T21:58:00,SALE00013403,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000217,2024-01-19T20:01:00,SALE00013439,D0020,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000218,2024-01-20T17:28:00,SALE00013496,D0046,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000219,2024-01-23T08:50:00,SALE00013574,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000220,2024-01-23T14:32:00,SALE00013584,D0014,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000221,2024-01-24T13:46:00,SALE00013626,D0022,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000222,2024-01-27T16:08:00,SALE00013758,D0050,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000223,2024-01-28T08:41:00,SALE00013773,D0020,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000224,2024-01-29T19:55:00,SALE00013807,D0017,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000225,2024-01-30T11:05:00,SALE00013846,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000226,2024-02-04T19:16:00,SALE00014035,D0039,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000227,2024-02-06T16:26:00,SALE00014082,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000228,2024-02-06T21:05:00,SALE00014091,D0013,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000229,2024-02-09T14:21:00,SALE00014212,D0029,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000230,2024-02-11T16:14:00,SALE00014278,D0016,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000231,2024-02-11T09:17:00,SALE00014293,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000232,2024-02-13T16:08:00,SALE00014370,D0043,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000233,2024-02-15T13:24:00,SALE00014416,D0006,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000234,2024-02-18T11:11:00,SALE00014547,D0033,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000235,2024-02-24T19:00:00,SALE00014769,D0032,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000236,2024-02-27T20:00:00,SALE00014880,D0034,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000237,2024-02-28T20:45:00,SALE00014898,D0007,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000238,2024-02-28T12:42:00,SALE00014932,D0050,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000239,2024-02-29T21:29:00,SALE00014948,D0022,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000240,2024-03-01T11:02:00,SALE00014972,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000241,2024-03-06T09:36:00,SALE00015156,D0009,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000242,2024-03-09T13:32:00,SALE00015293,D0042,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000243,2024-03-11T17:02:00,SALE00015341,D0007,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000244,2024-03-13T16:29:00,SALE00015444,D0050,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000245,2024-03-14T15:42:00,SALE00015457,D0015,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000246,2024-03-14T13:32:00,SALE00015471,D0033,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000247,2024-03-14T18:27:00,SALE00015479,D0043,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000248,2024-03-14T19:39:00,SALE00015482,D0048,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000249,2024-03-19T13:03:00,SALE00015651,D0015,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000250,2024-03-19T12:14:00,SALE00015659,D0027,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000251,2024-03-24T17:28:00,SALE00015835,D0011,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000252,2024-03-24T13:07:00,SALE00015840,D0021,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000253,2024-03-26T18:37:00,SALE00015905,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000254,2024-03-26T09:21:00,SALE00015911,D0016,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000255,2024-03-30T21:29:00,SALE00016058,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000256,2024-04-01T16:55:00,SALE00016140,D0011,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000257,2024-04-04T13:17:00,SALE00016267,D0032,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000258,2024-04-05T15:04:00,SALE00016292,D0012,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000259,2024-04-05T18:13:00,SALE00016320,D0049,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000260,2024-04-07T17:51:00,SALE00016363,D0008,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000261,2024-04-08T08:44:00,SALE00016429,D0045,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000262,2024-04-09T17:21:00,SALE00016455,D0029,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000263,2024-04-11T08:15:00,SALE00016518,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000264,2024-04-15T08:27:00,SALE00016672,D0014,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000265,2024-04-18T09:21:00,SALE00016799,D0039,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000266,2024-04-21T19:15:00,SALE00016902,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000267,2024-04-24T14:00:00,SALE00017003,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000268,2024-04-24T13:28:00,SALE00017022,D0033,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000269,2024-04-25T13:35:00,SALE00017041,D0004,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000270,2024-04-26T09:12:00,SALE00017088,D0014,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000271,2024-04-26T18:37:00,SALE00017089,D0016,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000272,2024-04-28T17:03:00,SALE00017167,D0019,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000273,2024-04-29T08:23:00,SALE00017219,D0040,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000274,2024-05-01T16:50:00,SALE00017306,D0050,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000275,2024-05-03T16:18:00,SALE00017358,D0021,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000276,2024-05-05T09:55:00,SALE00017430,D0018,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000277,2024-05-06T13:01:00,SALE00017487,D0040,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000278,2024-05-07T20:56:00,SALE00017514,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000279,2024-05-07T21:34:00,SALE00017522,D0035,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000280,2024-05-12T19:34:00,SALE00017680,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000281,2024-05-13T21:43:00,SALE00017736,D0028,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000282,2024-05-13T11:42:00,SALE00017738,D0030,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000283,2024-05-17T20:51:00,SALE00017886,D0032,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000284,2024-05-21T14:22:00,SALE00018031,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000285,2024-05-21T09:50:00,SALE00018040,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000286,2024-05-23T17:42:00,SALE00018093,D0017,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000287,2024-05-23T13:59:00,SALE00018099,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000288,2024-05-25T16:29:00,SALE00018167,D0015,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000289,2024-05-26T20:55:00,SALE00018218,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000290,2024-06-04T19:04:00,SALE00018537,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000291,2024-06-06T19:33:00,SALE00018606,D0030,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000292,2024-06-06T21:20:00,SALE00018614,D0041,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000293,2024-06-09T15:38:00,SALE00018700,D0008,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000294,2024-06-12T10:16:00,SALE00018807,D0009,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000295,2024-06-13T15:47:00,SALE00018864,D0047,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000296,2024-06-14T19:03:00,SALE00018869,D0003,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000297,2024-06-15T11:58:00,SALE00018937,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000298,2024-06-16T10:07:00,SALE00018960,D0019,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000299,2024-06-17T19:21:00,SALE00018995,D0021,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000300,2024-06-24T13:54:00,SALE00019227,D0005,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000301,2024-06-26T17:46:00,SALE00019332,D0045,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000302,2024-06-27T13:46:00,SALE00019360,D0034,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000303,2024-07-01T21:38:00,SALE00019491,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000304,2024-07-06T21:04:00,SALE00019645,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000305,2024-07-06T12:15:00,SALE00019672,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000306,2024-07-10T08:55:00,SALE00019796,D0018,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000307,2024-07-13T08:08:00,SALE00019902,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000308,2024-07-15T16:32:00,SALE00019982,D0046,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000309,2024-07-17T10:50:00,SALE00020039,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000310,2024-07-17T15:35:00,SALE00020054,D0040,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000311,2024-07-17T20:32:00,SALE00020062,D0050,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000312,2024-07-20T10:42:00,SALE00020153,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000313,2024-07-26T10:38:00,SALE00020363,D0040,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000314,2024-07-30T10:50:00,SALE00020491,D0035,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000315,2024-08-01T20:48:00,SALE00020535,D0001,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000316,2024-08-03T08:02:00,SALE00020612,D0006,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000317,2024-08-07T12:12:00,SALE00020745,D0008,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000318,2024-08-09T08:42:00,SALE00020812,D0010,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000319,2024-08-14T11:20:00,SALE00020995,D0032,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000320,2024-08-17T21:20:00,SALE00021084,D0011,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000321,2024-08-17T08:41:00,SALE00021109,D0046,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000322,2024-08-21T16:01:00,SALE00021231,D0038,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000323,2024-08-24T16:24:00,SALE00021329,D0042,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000324,2024-08-24T18:46:00,SALE00021332,D0048,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000325,2024-08-28T20:22:00,SALE00021434,D0007,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000326,2024-08-29T12:39:00,SALE00021485,D0038,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000327,2024-09-01T17:32:00,SALE00021573,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000328,2024-09-01T08:54:00,SALE00021581,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000329,2024-09-05T09:16:00,SALE00021713,D0037,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000330,2024-09-06T08:51:00,SALE00021755,D0046,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000331,2024-09-08T11:03:00,SALE00021814,D0048,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000332,2024-09-10T12:31:00,SALE00021850,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000333,2024-09-10T12:30:00,SALE00021872,D0031,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000334,2024-09-11T14:08:00,SALE00021898,D0017,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000335,2024-09-13T17:22:00,SALE00021962,D0027,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000336,2024-09-14T18:13:00,SALE00021994,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000337,2024-09-15T15:51:00,SALE00022017,D0011,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000338,2024-09-15T13:16:00,SALE00022035,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000339,2024-09-16T09:14:00,SALE00022073,D0045,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000340,2024-09-17T15:43:00,SALE00022099,D0037,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000341,2024-09-22T13:37:00,SALE00022268,D0050,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000342,2024-09-23T14:58:00,SALE00022294,D0039,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000343,2024-09-24T19:16:00,SALE00022312,D0017,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000344,2024-09-27T08:19:00,SALE00022400,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000345,2024-10-01T14:23:00,SALE00022532,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000346,2024-10-02T10:48:00,SALE00022561,D0007,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000347,2024-10-02T15:55:00,SALE00022566,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000348,2024-10-02T11:55:00,SALE00022577,D0035,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000349,2024-10-02T21:57:00,SALE00022584,D0046,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000350,2024-10-03T08:08:00,SALE00022600,D0021,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000351,2024-10-03T16:34:00,SALE00022605,D0028,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000352,2024-10-10T15:08:00,SALE00022810,D0001,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000353,2024-10-11T17:29:00,SALE00022860,D0035,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000354,2024-10-16T10:51:00,SALE00023008,D0005,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000355,2024-10-16T19:16:00,SALE00023011,D0008,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000356,2024-10-17T11:37:00,SALE00023054,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000357,2024-10-17T17:16:00,SALE00023055,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000358,2024-10-19T12:30:00,SALE00023117,D0024,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000359,2024-10-20T21:29:00,SALE00023148,D0028,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000360,2024-10-22T21:00:00,SALE00023214,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000361,2024-10-22T14:38:00,SALE00023226,D0041,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000362,2024-10-24T13:32:00,SALE00023293,D0048,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000363,2024-10-26T21:01:00,SALE00023336,D0014,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000364,2024-10-29T16:50:00,SALE00023453,D0042,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000365,2024-10-30T12:53:00,SALE00023495,D0050,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000366,2024-11-09T20:05:00,SALE00023810,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000367,2024-11-10T13:54:00,SALE00023819,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000368,2024-11-14T11:45:00,SALE00023954,D0006,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000369,2024-11-16T09:56:00,SALE00024051,D0050,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000370,2024-11-17T19:21:00,SALE00024054,D0004,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000371,2024-11-18T12:40:00,SALE00024113,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000372,2024-11-22T12:54:00,SALE00024229,D0012,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000373,2024-11-24T14:54:00,SALE00024308,D0037,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000374,2024-11-26T08:41:00,SALE00024353,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000375,2024-12-06T16:41:00,SALE00024701,D0017,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000376,2024-12-06T08:16:00,SALE00024707,D0026,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000377,2024-12-08T10:14:00,SALE00024775,D0034,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000378,2024-12-09T13:22:00,SALE00024806,D0034,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000379,2024-12-16T10:14:00,SALE00025031,D0006,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000380,2024-12-18T11:31:00,SALE00025098,D0001,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000381,2024-12-18T16:46:00,SALE00025112,D0019,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000382,2024-12-19T10:00:00,SALE00025153,D0027,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000383,2024-12-28T12:19:00,SALE00025455,D0003,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000384,2024-12-28T13:31:00,SALE00025469,D0021,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000385,2024-12-28T18:43:00,SALE00025471,D0026,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000386,2024-12-28T12:13:00,SALE00025481,D0038,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000387,2025-01-02T16:33:00,SALE00025637,D0011,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000388,2025-01-02T12:14:00,SALE00025646,D0024,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000389,2025-01-02T19:15:00,SALE00025662,D0043,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000390,2025-01-02T17:09:00,SALE00025667,D0049,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000391,2025-01-03T14:04:00,SALE00025669,D0001,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000392,2025-01-03T13:18:00,SALE00025671,D0005,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000393,2025-01-07T15:18:00,SALE00025830,D0033,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000394,2025-01-07T12:32:00,SALE00025836,D0041,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000395,2025-01-15T20:55:00,SALE00026106,D0013,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000396,2025-01-16T12:45:00,SALE00026163,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000397,2025-01-17T10:39:00,SALE00026199,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000398,2025-01-18T15:53:00,SALE00026220,D0017,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000399,2025-01-18T13:59:00,SALE00026234,D0042,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000400,2025-02-03T21:19:00,SALE00026822,D0042,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000401,2025-02-04T18:12:00,SALE00026850,D0026,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000402,2025-02-09T11:50:00,SALE00027025,D0016,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000403,2025-02-15T11:51:00,SALE00027238,D0006,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000404,2025-02-16T14:21:00,SALE00027303,D0048,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000405,2025-02-17T17:32:00,SALE00027332,D0038,1,CustomerReturn,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000406,2025-02-19T09:45:00,SALE00027395,D0019,1,DamagedPackage,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
RET0000407,2025-02-20T18:49:00,SALE00027454,D0042,1,WrongItem,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
