MovementID,Timestamp,DrugID,BatchID,MovementType,Quantity,ReferenceID,DataSource,DataStatus,NotOperationalEvidence
M000013064,2024-01-05T21:42:00,D0010,B000183,SALE,-1,SALE00012921,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013065,2024-01-05T18:43:00,D0011,B000189,SALE,-5,SALE00012922,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013066,2024-01-05T15:40:00,D0013,B000013,SALE,-1,SALE00012923,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013067,2024-01-05T09:01:00,D0014,B000174,SALE,-1,SALE00012924,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013068,2024-01-05T13:37:00,D0016,B000177,SALE,-5,SALE00012925,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013069,2024-01-05T20:57:00,D0017,B000017,SALE,-1,SALE00012926,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013070,2024-01-05T09:07:00,D0018,B000167,SALE,-17,SALE00012927,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013071,2024-01-05T20:35:00,D0021,B000173,SALE,-10,SALE00012928,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013072,2024-01-05T19:47:00,D0024,B000180,SALE,-2,SALE00012929,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013073,2024-01-05T10:39:00,D0026,B000026,SALE,-1,SALE00012930,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013074,2024-01-05T15:23:00,D0027,B000176,SALE,-7,SALE00012931,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013075,2024-01-05T16:02:00,D0028,B000028,SALE,-1,SALE00012932,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013076,2024-01-05T18:44:00,D0029,B000169,SALE,-5,SALE00012933,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013077,2024-01-05T13:36:00,D0030,B000030,SALE,-1,SALE00012934,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013078,2024-01-05T13:33:00,D0032,B000191,SALE,-2,SALE00012935,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013079,2024-01-05T16:17:00,D0033,B000172,SALE,-1,SALE00012936,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013080,2024-01-05T13:37:00,D0034,B000178,SALE,-2,SALE00012937,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013081,2024-01-05T16:33:00,D0035,B000192,SALE,-5,SALE00012938,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013082,2024-01-05T19:45:00,D0037,B000186,SALE,-1,SALE00012939,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013083,2024-01-05T10:51:00,D0038,B000182,SALE,-2,SALE00012940,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013084,2024-01-05T14:29:00,D0039,B000039,SALE,-2,SALE00012941,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013085,2024-01-05T16:04:00,D0042,B000168,SALE,-6,SALE00012942,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013086,2024-01-05T15:33:00,D0043,B000188,SALE,-7,SALE00012943,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013087,2024-01-05T12:44:00,D0046,B000190,SALE,-4,SALE00012944,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013088,2024-01-05T19:56:00,D0047,B000170,SALE,-1,SALE00012945,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013089,2024-01-05T12:08:00,D0048,B000193,SALE,-10,SALE00012946,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013090,2024-01-05T19:45:00,D0049,B000179,SALE,-1,SALE00012947,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013091,2024-01-05T18:03:00,D0050,B000164,SALE,-3,SALE00012948,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013092,2024-01-06,D0050,B000194,PURCHASE_RECEIPT,187,P0000148,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013093,2024-01-06T17:38:00,D0001,B000181,SALE,-15,SALE00012949,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013094,2024-01-06T19:10:00,D0003,B000166,SALE,-2,SALE00012950,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013095,2024-01-06T16:35:00,D0005,B000185,SALE,-3,SALE00012951,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013096,2024-01-06T21:58:00,D0006,B000165,SALE,-1,SALE00012952,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013097,2024-01-06T14:28:00,D0007,B000187,SALE,-3,SALE00012953,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013098,2024-01-06T20:13:00,D0008,B000008,SALE,-1,SALE00012954,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013099,2024-01-06T14:44:00,D0009,B000175,SALE,-6,SALE00012955,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013100,2024-01-06T20:08:00,D0010,B000183,SALE,-1,SALE00012956,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013101,2024-01-06T11:51:00,D0011,B000189,SALE,-5,SALE00012957,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013102,2024-01-06T19:33:00,D0014,B000174,SALE,-1,SALE00012958,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013103,2024-01-06T11:44:00,D0015,B000015,SALE,-1,SALE00012959,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013104,2024-01-06T20:42:00,D0016,B000177,SALE,-6,SALE00012960,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013105,2024-01-06T17:16:00,D0017,B000017,SALE,-1,SALE00012961,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013106,2024-01-06T10:38:00,D0018,B000167,SALE,-8,SALE00012962,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013107,2024-01-06T20:56:00,D0020,B000020,SALE,-1,SALE00012963,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013108,2024-01-06T19:44:00,D0021,B000173,SALE,-7,SALE00012964,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013109,2024-01-06T21:45:00,D0022,B000171,SALE,-1,SALE00012965,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013110,2024-01-06T11:18:00,D0024,B000180,SALE,-1,SALE00012966,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013111,2024-01-06T15:56:00,D0027,B000176,SALE,-8,SALE00012967,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013112,2024-01-06T18:01:00,D0028,B000028,SALE,-1,SALE00012968,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013113,2024-01-06T17:26:00,D0029,B000169,SALE,-4,SALE00012969,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013114,2024-01-06T11:46:00,D0030,B000030,SALE,-1,SALE00012970,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013115,2024-01-06T15:58:00,D0031,B000184,SALE,-1,SALE00012971,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013116,2024-01-06T21:32:00,D0032,B000191,SALE,-2,SALE00012972,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013117,2024-01-06T17:05:00,D0033,B000172,SALE,-1,SALE00012973,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013118,2024-01-06T11:32:00,D0034,B000178,SALE,-2,SALE00012974,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013119,2024-01-06T17:57:00,D0035,B000192,SALE,-6,SALE00012975,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013120,2024-01-06T15:47:00,D0036,B000036,SALE,-1,SALE00012976,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013121,2024-01-06T10:16:00,D0037,B000186,SALE,-1,SALE00012977,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013122,2024-01-06T21:50:00,D0038,B000182,SALE,-3,SALE00012978,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013123,2024-01-06T10:23:00,D0039,B000039,SALE,-1,SALE00012979,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013124,2024-01-06T15:07:00,D0041,B000041,SALE,-1,SALE00012980,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013125,2024-01-06T13:35:00,D0042,B000168,SALE,-7,SALE00012981,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013126,2024-01-06T18:30:00,D0043,B000188,SALE,-7,SALE00012982,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013127,2024-01-06T11:07:00,D0046,B000190,SALE,-3,SALE00012983,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013128,2024-01-06T19:11:00,D0048,B000193,SALE,-4,SALE00012984,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013129,2024-01-06T14:29:00,D0050,B000194,SALE,-2,SALE00012985,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013130,2024-01-07,D0006,B000195,PURCHASE_RECEIPT,108,P0000147,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013131,2024-01-07T13:37:00,D0001,B000181,SALE,-5,SALE00012986,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013132,2024-01-07T15:21:00,D0003,B000166,SALE,-1,SALE00012987,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013133,2024-01-07T20:39:00,D0004,B000004,SALE,-1,SALE00012988,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013134,2024-01-07T12:02:00,D0005,B000185,SALE,-5,SALE00012989,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013135,2024-01-07T09:11:00,D0006,B000195,SALE,-1,SALE00012990,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013136,2024-01-07T10:04:00,D0007,B000187,SALE,-2,SALE00012991,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013137,2024-01-07T15:33:00,D0009,B000175,SALE,-7,SALE00012992,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013138,2024-01-07T20:12:00,D0011,B000189,SALE,-2,SALE00012993,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013139,2024-01-07T20:14:00,D0012,B000012,SALE,-1,SALE00012994,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013140,2024-01-07T21:39:00,D0013,B000013,SALE,-1,SALE00012995,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013141,2024-01-07T19:28:00,D0016,B000177,SALE,-13,SALE00012996,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013142,2024-01-07T15:46:00,D0017,B000017,SALE,-1,SALE00012997,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013143,2024-01-07T14:33:00,D0018,B000167,SALE,-7,SALE00012998,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013144,2024-01-07T13:45:00,D0021,B000173,SALE,-11,SALE00012999,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013145,2024-01-07T20:38:00,D0024,B000180,SALE,-1,SALE00013000,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013146,2024-01-07T11:13:00,D0027,B000176,SALE,-5,SALE00013001,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013147,2024-01-07T15:30:00,D0029,B000169,SALE,-4,SALE00013002,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013148,2024-01-07T08:03:00,D0030,B000030,SALE,-1,SALE00013003,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013149,2024-01-07T11:31:00,D0031,B000184,SALE,-1,SALE00013004,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013150,2024-01-07T13:57:00,D0032,B000191,SALE,-2,SALE00013005,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013151,2024-01-07T08:21:00,D0033,B000172,SALE,-1,SALE00013006,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013152,2024-01-07T10:12:00,D0035,B000192,SALE,-3,SALE00013007,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013153,2024-01-07T12:34:00,D0037,B000186,SALE,-1,SALE00013008,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013154,2024-01-07T14:01:00,D0038,B000182,SALE,-2,SALE00013009,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013155,2024-01-07T09:55:00,D0039,B000039,SALE,-1,SALE00013010,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013156,2024-01-07T14:21:00,D0041,B000041,SALE,-1,SALE00013011,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013157,2024-01-07T12:33:00,D0042,B000168,SALE,-10,SALE00013012,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013158,2024-01-07T09:13:00,D0043,B000188,SALE,-6,SALE00013013,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013159,2024-01-07T21:30:00,D0044,B000044,SALE,-1,SALE00013014,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013160,2024-01-07T13:08:00,D0046,B000190,SALE,-4,SALE00013015,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013161,2024-01-07T13:09:00,D0047,B000170,SALE,-1,SALE00013016,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013162,2024-01-07T14:36:00,D0048,B000193,SALE,-6,SALE00013017,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013163,2024-01-07T16:51:00,D0049,B000179,SALE,-2,SALE00013018,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013164,2024-01-07T13:01:00,D0050,B000194,SALE,-2,SALE00013019,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013165,2024-01-08T09:09:00,D0001,B000181,SALE,-10,SALE00013020,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013166,2024-01-08T15:45:00,D0003,B000166,SALE,-3,SALE00013021,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013167,2024-01-08T13:01:00,D0005,B000185,SALE,-6,SALE00013022,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013168,2024-01-08T15:52:00,D0006,B000195,SALE,-3,SALE00013023,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013169,2024-01-08T11:19:00,D0007,B000187,SALE,-2,SALE00013024,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013170,2024-01-08T16:56:00,D0008,B000008,SALE,-1,SALE00013025,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013171,2024-01-08T15:38:00,D0009,B000175,SALE,-7,SALE00013026,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013172,2024-01-08T14:52:00,D0010,B000183,SALE,-1,SALE00013027,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013173,2024-01-08T13:03:00,D0011,B000189,SALE,-5,SALE00013028,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013174,2024-01-08T10:54:00,D0013,B000013,SALE,-1,SALE00013029,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013175,2024-01-08T18:15:00,D0016,B000177,SALE,-7,SALE00013030,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013176,2024-01-08T12:27:00,D0018,B000167,SALE,-7,SALE00013031,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013177,2024-01-08T21:55:00,D0019,B000019,SALE,-1,SALE00013032,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013178,2024-01-08T10:26:00,D0021,B000173,SALE,-6,SALE00013033,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013179,2024-01-08T10:20:00,D0024,B000180,SALE,-2,SALE00013034,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013180,2024-01-08T21:30:00,D0026,B000026,SALE,-1,SALE00013035,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013181,2024-01-08T11:24:00,D0027,B000176,SALE,-9,SALE00013036,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013182,2024-01-08T13:31:00,D0028,B000028,SALE,-1,SALE00013037,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013183,2024-01-08T14:37:00,D0029,B000169,SALE,-4,SALE00013038,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013184,2024-01-08T16:08:00,D0030,B000030,SALE,-1,SALE00013039,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013185,2024-01-08T16:20:00,D0031,B000184,SALE,-1,SALE00013040,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013186,2024-01-08T16:41:00,D0032,B000191,SALE,-2,SALE00013041,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013187,2024-01-08T19:27:00,D0033,B000172,SALE,-1,SALE00013042,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013188,2024-01-08T13:08:00,D0035,B000192,SALE,-7,SALE00013043,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013189,2024-01-08T11:36:00,D0037,B000186,SALE,-1,SALE00013044,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013190,2024-01-08T11:05:00,D0038,B000182,SALE,-3,SALE00013045,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013191,2024-01-08T12:06:00,D0039,B000039,SALE,-1,SALE00013046,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013192,2024-01-08T12:16:00,D0040,B000040,SALE,-1,SALE00013047,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013193,2024-01-08T18:50:00,D0041,B000041,SALE,-1,SALE00013048,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013194,2024-01-08T10:37:00,D0042,B000168,SALE,-8,SALE00013049,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013195,2024-01-08T20:45:00,D0043,B000188,SALE,-6,SALE00013050,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013196,2024-01-08T10:06:00,D0044,B000044,SALE,-1,SALE00013051,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013197,2024-01-08T10:44:00,D0045,B000045,SALE,-1,SALE00013052,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013198,2024-01-08T08:41:00,D0046,B000190,SALE,-4,SALE00013053,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013199,2024-01-08T17:20:00,D0047,B000170,SALE,-1,SALE00013054,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013200,2024-01-08T12:04:00,D0048,B000193,SALE,-11,SALE00013055,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013201,2024-01-08T11:14:00,D0049,B000179,SALE,-2,SALE00013056,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013202,2024-01-08T12:13:00,D0050,B000194,SALE,-4,SALE00013057,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013203,2024-01-09,D0003,B000196,PURCHASE_RECEIPT,137,P0000144,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013204,2024-01-09T20:23:00,D0001,B000181,SALE,-4,SALE00013058,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013205,2024-01-09T16:32:00,D0003,B000196,SALE,-3,SALE00013059,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013206,2024-01-09T08:21:00,D0005,B000185,SALE,-9,SALE00013060,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013207,2024-01-09T10:59:00,D0006,B000195,SALE,-1,SALE00013061,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013208,2024-01-09T13:44:00,D0007,B000187,SALE,-4,SALE00013062,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013209,2024-01-09T11:34:00,D0008,B000008,SALE,-1,SALE00013063,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013210,2024-01-09T19:09:00,D0009,B000175,SALE,-6,SALE00013064,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013211,2024-01-09T08:02:00,D0010,B000183,SALE,-1,SALE00013065,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013212,2024-01-09T12:25:00,D0011,B000189,SALE,-5,SALE00013066,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013213,2024-01-09T14:04:00,D0016,B000177,SALE,-6,SALE00013067,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013214,2024-01-09T20:01:00,D0018,B000167,SALE,-9,SALE00013068,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013215,2024-01-09T08:20:00,D0021,B000173,SALE,-7,SALE00013069,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013216,2024-01-09T12:07:00,D0024,B000180,SALE,-1,SALE00013070,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013217,2024-01-09T08:37:00,D0027,B000176,SALE,-11,SALE00013071,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013218,2024-01-09T10:42:00,D0029,B000169,SALE,-5,SALE00013072,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013219,2024-01-09T13:20:00,D0030,B000030,SALE,-1,SALE00013073,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013220,2024-01-09T15:13:00,D0031,B000184,SALE,-1,SALE00013074,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013221,2024-01-09T09:15:00,D0032,B000191,SALE,-3,SALE00013075,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013222,2024-01-09T17:36:00,D0035,B000192,SALE,-4,SALE00013076,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013223,2024-01-09T09:42:00,D0038,B000182,SALE,-3,SALE00013077,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013224,2024-01-09T12:26:00,D0039,B000039,SALE,-1,SALE00013078,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013225,2024-01-09T17:40:00,D0040,B000040,SALE,-1,SALE00013079,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013226,2024-01-09T19:26:00,D0041,B000041,SALE,-1,SALE00013080,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013227,2024-01-09T18:18:00,D0042,B000168,SALE,-14,SALE00013081,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013228,2024-01-09T20:32:00,D0043,B000188,SALE,-9,SALE00013082,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013229,2024-01-09T20:02:00,D0046,B000190,SALE,-3,SALE00013083,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013230,2024-01-09T20:43:00,D0047,B000170,SALE,-2,SALE00013084,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013231,2024-01-09T19:08:00,D0048,B000193,SALE,-6,SALE00013085,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013232,2024-01-09T08:49:00,D0049,B000179,SALE,-1,SALE00013086,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013233,2024-01-09T18:54:00,D0050,B000194,SALE,-3,SALE00013087,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013234,2024-01-10,D0047,B000197,PURCHASE_RECEIPT,41,P0000151,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013235,2024-01-10T17:39:00,D0001,B000181,SALE,-5,SALE00013088,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013236,2024-01-10T12:12:00,D0003,B000196,SALE,-4,SALE00013089,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013237,2024-01-10T10:11:00,D0004,B000004,SALE,-1,SALE00013090,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013238,2024-01-10T18:34:00,D0005,B000185,SALE,-6,SALE00013091,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013239,2024-01-10T14:33:00,D0006,B000195,SALE,-1,SALE00013092,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013240,2024-01-10T13:48:00,D0007,B000187,SALE,-2,SALE00013093,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013241,2024-01-10T15:54:00,D0009,B000175,SALE,-3,SALE00013094,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013242,2024-01-10T20:56:00,D0010,B000183,SALE,-1,SALE00013095,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013243,2024-01-10T16:04:00,D0011,B000189,SALE,-6,SALE00013096,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013244,2024-01-10T09:42:00,D0012,B000012,SALE,-1,SALE00013097,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013245,2024-01-10T10:38:00,D0013,B000013,SALE,-1,SALE00013098,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013246,2024-01-10T14:21:00,D0015,B000015,SALE,-1,SALE00013099,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013247,2024-01-10T14:31:00,D0016,B000177,SALE,-5,SALE00013100,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013248,2024-01-10T12:36:00,D0017,B000017,SALE,-1,SALE00013101,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013249,2024-01-10T18:52:00,D0018,B000167,SALE,-7,SALE00013102,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013250,2024-01-10T09:00:00,D0019,B000019,SALE,-1,SALE00013103,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013251,2024-01-10T10:24:00,D0021,B000173,SALE,-8,SALE00013104,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013252,2024-01-10T12:43:00,D0022,B000171,SALE,-1,SALE00013105,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013253,2024-01-10T08:36:00,D0023,B000023,SALE,-1,SALE00013106,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013254,2024-01-10T08:50:00,D0024,B000180,SALE,-1,SALE00013107,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013255,2024-01-10T10:44:00,D0027,B000176,SALE,-4,SALE00013108,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013256,2024-01-10T12:26:00,D0028,B000028,SALE,-1,SALE00013109,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013257,2024-01-10T12:32:00,D0029,B000169,SALE,-7,SALE00013110,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013258,2024-01-10T13:53:00,D0030,B000030,SALE,-1,SALE00013111,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013259,2024-01-10T10:16:00,D0032,B000191,SALE,-3,SALE00013112,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013260,2024-01-10T08:24:00,D0033,B000172,SALE,-1,SALE00013113,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013261,2024-01-10T14:05:00,D0034,B000178,SALE,-1,SALE00013114,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013262,2024-01-10T08:28:00,D0035,B000192,SALE,-3,SALE00013115,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013263,2024-01-10T16:36:00,D0037,B000186,SALE,-1,SALE00013116,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000013264,2024-01-10T11:15:00,D0038,B000182,SALE,-2,SALE00013117,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
