PurchaseID,OrderDate,DrugID,SupplierID,OrderQuantity,UnitCost,TotalCost,DataSource,DataStatus,NotOperationalEvidence
P0000236,2024-05-17,D0003,S003,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000237,2024-05-18,D0035,S001,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000238,2024-05-19,D0041,S007,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000239,2024-05-22,D0011,S001,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000240,2024-05-25,D0014,S004,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000241,2024-05-26,D0006,S004,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000242,2024-05-26,D0029,S007,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000243,2024-05-26,D0048,S009,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000244,2024-05-27,D0042,S001,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000245,2024-05-27,D0046,S006,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000246,2024-05-31,D0009,S007,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000247,2024-06-02,D0047,S008,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000248,2024-06-03,D0016,S003,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000249,2024-06-03,D0032,S010,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000250,2024-06-05,D0049,S008,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000251,2024-06-06,D0018,S002,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000252,2024-06-06,D0039,S002,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000253,2024-06-08,D0017,S010,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000254,2024-06-09,D0001,S005,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000255,2024-06-09,D0021,S006,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000256,2024-06-11,D0050,S006,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000257,2024-06-13,D0027,S005,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000258,2024-06-14,D0034,S005,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000259,2024-06-25,D0008,S006,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000260,2024-06-25,D0038,S005,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000261,2024-06-25,D0043,S004,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000262,2024-06-26,D0007,S009,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000263,2024-06-27,D0024,S010,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000264,2024-07-04,D0041,S002,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000265,2024-07-06,D0037,S003,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000266,2024-07-07,D0033,S006,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000267,2024-07-08,D0042,S003,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000268,2024-07-09,D0003,S004,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000269,2024-07-10,D0030,S007,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000270,2024-07-11,D0005,S010,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000271,2024-07-11,D0022,S006,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000272,2024-07-12,D0035,S008,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000273,2024-07-14,D0006,S004,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000274,2024-07-16,D0010,S002,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000275,2024-07-18,D0011,S006,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000276,2024-07-18,D0046,S007,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000277,2024-07-19,D0029,S001,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000278,2024-07-19,D0048,S007,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000279,2024-07-21,D0045,S009,50,45.28,2264.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000280,2024-07-24,D0009,S001,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000281,2024-07-31,D0016,S004,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000282,2024-07-31,D0017,S002,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000283,2024-08-03,D0001,S003,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000284,2024-08-05,D0032,S001,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000285,2024-08-07,D0018,S009,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000286,2024-08-07,D0050,S004,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000287,2024-08-08,D0021,S007,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000288,2024-08-09,D0039,S005,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000289,2024-08-09,D0047,S008,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000290,2024-08-10,D0049,S009,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000291,2024-08-13,D0027,S001,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000292,2024-08-16,D0031,S005,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000293,2024-08-18,D0034,S007,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000294,2024-08-19,D0043,S010,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000295,2024-08-27,D0014,S007,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000296,2024-08-29,D0024,S004,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000297,2024-08-31,D0038,S003,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000298,2024-09-02,D0007,S007,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000299,2024-09-03,D0041,S005,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000300,2024-09-06,D0044,S004,50,44.28,2214.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000301,2024-09-12,D0008,S009,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000302,2024-09-12,D0048,S003,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000303,2024-09-14,D0003,S005,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000304,2024-09-14,D0042,S001,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000305,2024-09-17,D0030,S008,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000306,2024-09-18,D0035,S003,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000307,2024-09-19,D0005,S003,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000308,2024-09-23,D0006,S005,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000309,2024-09-26,D0029,S003,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000310,2024-09-29,D0046,S007,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000311,2024-10-03,D0010,S004,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000312,2024-10-04,D0009,S007,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000313,2024-10-04,D0011,S003,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000314,2024-10-04,D0037,S006,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000315,2024-10-09,D0001,S003,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000316,2024-10-13,D0021,S010,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000317,2024-10-15,D0016,S001,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000318,2024-10-20,D0049,S009,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000319,2024-10-23,D0039,S004,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000320,2024-10-24,D0017,S003,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000321,2024-10-25,D0027,S003,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000322,2024-10-26,D0050,S005,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000323,2024-10-27,D0018,S009,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000324,2024-10-28,D0033,S008,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000325,2024-11-02,D0032,S004,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000326,2024-11-02,D0043,S007,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000327,2024-11-02,D0047,S003,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000328,2024-11-04,D0034,S010,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000329,2024-11-11,D0014,S006,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000330,2024-11-12,D0024,S010,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000331,2024-11-12,D0041,S009,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000332,2024-11-13,D0022,S009,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000333,2024-11-14,D0038,S008,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000334,2024-11-19,D0042,S007,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000335,2024-11-23,D0007,S003,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000336,2024-11-25,D0003,S008,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000337,2024-11-28,D0035,S006,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000338,2024-11-28,D0048,S003,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000339,2024-12-01,D0030,S006,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000340,2024-12-02,D0006,S002,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000341,2024-12-05,D0005,S001,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000342,2024-12-08,D0029,S005,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000343,2024-12-09,D0008,S002,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000344,2024-12-09,D0009,S006,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000345,2024-12-10,D0001,S010,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000346,2024-12-11,D0010,S003,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000347,2024-12-13,D0046,S006,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000348,2024-12-15,D0011,S010,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000349,2024-12-18,D0037,S010,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000350,2024-12-19,D0021,S006,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000351,2024-12-24,D0016,S002,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000352,2024-12-24,D0049,S006,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000353,2024-12-28,D0027,S004,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000354,2025-01-04,D0039,S004,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000355,2025-01-06,D0018,S007,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000356,2025-01-06,D0043,S005,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000357,2025-01-07,D0031,S006,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000358,2025-01-07,D0050,S007,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000359,2025-01-09,D0024,S003,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000360,2025-01-10,D0017,S005,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000361,2025-01-12,D0041,S001,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000362,2025-01-13,D0032,S010,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000363,2025-01-14,D0038,S005,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000364,2025-01-14,D0042,S005,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000365,2025-01-17,D0034,S010,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000366,2025-01-17,D0047,S010,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000367,2025-01-21,D0007,S008,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000368,2025-01-23,D0003,S002,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000369,2025-01-24,D0009,S005,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000370,2025-01-24,D0033,S010,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000371,2025-01-25,D0048,S003,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000372,2025-01-26,D0030,S009,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000373,2025-01-28,D0006,S007,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000374,2025-01-31,D0029,S009,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000375,2025-02-01,D0001,S004,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000376,2025-02-01,D0035,S004,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000377,2025-02-05,D0005,S002,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000378,2025-02-07,D0011,S004,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000379,2025-02-08,D0021,S005,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000380,2025-02-08,D0026,S006,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000381,2025-02-08,D0046,S004,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000382,2025-02-11,D0010,S009,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000383,2025-02-12,D0049,S001,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000384,2025-02-13,D0014,S010,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000385,2025-02-15,D0037,S007,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000386,2025-02-16,D0016,S003,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000387,2025-02-16,D0022,S010,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000388,2025-02-16,D0027,S009,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000389,2025-02-17,D0008,S007,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000390,2025-02-23,D0017,S005,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000391,2025-02-27,D0018,S009,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000392,2025-02-27,D0039,S008,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000393,2025-02-27,D0043,S004,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000394,2025-02-28,D0024,S010,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000395,2025-02-28,D0042,S004,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000396,2025-03-01,D0050,S006,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000397,2025-03-02,D0009,S001,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000398,2025-03-04,D0041,S008,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000399,2025-03-06,D0038,S002,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000400,2025-03-08,D0032,S006,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000401,2025-03-09,D0034,S010,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000402,2025-03-11,D0007,S003,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000403,2025-03-14,D0003,S009,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000404,2025-03-14,D0047,S007,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000405,2025-03-16,D0048,S008,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000406,2025-03-18,D0001,S008,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000407,2025-03-18,D0006,S004,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000408,2025-03-20,D0049,S008,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000409,2025-03-21,D0029,S009,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000410,2025-03-23,D0035,S010,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000411,2025-03-24,D0030,S001,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000412,2025-03-27,D0005,S008,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000413,2025-03-27,D0021,S001,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000414,2025-03-29,D0046,S003,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000415,2025-03-30,D0011,S001,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000416,2025-03-30,D0016,S010,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000417,2025-04-03,D0044,S002,50,44.28,2214.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000418,2025-04-04,D0024,S003,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000419,2025-04-05,D0010,S003,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000420,2025-04-05,D0027,S005,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000421,2025-04-08,D0040,S003,50,39.04,1952.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000422,2025-04-10,D0037,S009,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000423,2025-04-13,D0009,S001,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000424,2025-04-14,D0008,S003,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000425,2025-04-14,D0042,S010,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000426,2025-04-15,D0014,S007,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000427,2025-04-15,D0017,S003,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000428,2025-04-16,D0018,S001,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000429,2025-04-16,D0033,S004,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000430,2025-04-16,D0043,S007,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000431,2025-04-18,D0039,S008,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000432,2025-04-21,D0003,S006,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000433,2025-04-22,D0041,S009,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000434,2025-04-23,D0038,S010,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000435,2025-04-23,D0050,S008,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000436,2025-04-24,D0045,S010,50,45.28,2264.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000437,2025-04-25,D0019,S003,50,69.43,3471.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000438,2025-04-25,D0022,S006,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000439,2025-04-27,D0031,S008,50,59.64,2982.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000440,2025-04-28,D0007,S005,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000441,2025-04-30,D0001,S006,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000442,2025-04-30,D0026,S009,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000443,2025-05-02,D0032,S004,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000444,2025-05-02,D0034,S001,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000445,2025-05-03,D0048,S010,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000446,2025-05-04,D0029,S003,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000447,2025-05-04,D0047,S004,52,27.69,1439.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000448,2025-05-05,D0006,S003,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000449,2025-05-05,D0049,S005,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000450,2025-05-09,D0021,S006,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000451,2025-05-13,D0035,S004,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000452,2025-05-16,D0005,S006,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000453,2025-05-18,D0046,S006,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000454,2025-05-19,D0016,S002,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000455,2025-05-19,D0027,S006,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000456,2025-05-20,D0011,S005,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000457,2025-05-20,D0030,S006,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000458,2025-05-21,D0010,S003,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000459,2025-05-23,D0024,S007,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000460,2025-05-29,D0009,S001,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000461,2025-05-29,D0042,S003,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000462,2025-06-01,D0017,S008,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000463,2025-06-02,D0037,S006,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000464,2025-06-04,D0003,S007,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000465,2025-06-05,D0041,S004,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000466,2025-06-05,D0043,S003,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000467,2025-06-06,D0014,S002,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000468,2025-06-09,D0039,S007,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000469,2025-06-12,D0018,S005,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000470,2025-06-12,D0038,S004,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000471,2025-06-15,D0001,S002,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
