RequestID,Timestamp,DrugID,RequestedQuantity,FulfilledQuantity,UnfulfilledQuantity,DataSource,DataStatus,NotOperationalEvidence
R00003158,2023-03-27,D0049,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003159,2023-03-27,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003160,2023-03-28,D0001,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003161,2023-03-28,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003162,2023-03-28,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003163,2023-03-28,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003164,2023-03-28,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003165,2023-03-28,D0007,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003166,2023-03-28,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003167,2023-03-28,D0009,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003168,2023-03-28,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003169,2023-03-28,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003170,2023-03-28,D0012,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003171,2023-03-28,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003172,2023-03-28,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003173,2023-03-28,D0016,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003174,2023-03-28,D0017,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003175,2023-03-28,D0018,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003176,2023-03-28,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003177,2023-03-28,D0024,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003178,2023-03-28,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003179,2023-03-28,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003180,2023-03-28,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003181,2023-03-28,D0030,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003182,2023-03-28,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003183,2023-03-28,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003184,2023-03-28,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003185,2023-03-28,D0035,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003186,2023-03-28,D0036,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003187,2023-03-28,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003188,2023-03-28,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003189,2023-03-28,D0039,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003190,2023-03-28,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003191,2023-03-28,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003192,2023-03-28,D0042,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003193,2023-03-28,D0043,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003194,2023-03-28,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003195,2023-03-28,D0046,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003196,2023-03-28,D0047,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003197,2023-03-28,D0048,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003198,2023-03-28,D0049,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003199,2023-03-28,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003200,2023-03-29,D0001,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003201,2023-03-29,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003202,2023-03-29,D0005,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003203,2023-03-29,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003204,2023-03-29,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003205,2023-03-29,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003206,2023-03-29,D0009,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003207,2023-03-29,D0010,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003208,2023-03-29,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003209,2023-03-29,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003210,2023-03-29,D0016,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003211,2023-03-29,D0018,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003212,2023-03-29,D0021,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003213,2023-03-29,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003214,2023-03-29,D0025,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003215,2023-03-29,D0027,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003216,2023-03-29,D0029,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003217,2023-03-29,D0030,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003218,2023-03-29,D0032,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003219,2023-03-29,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003220,2023-03-29,D0034,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003221,2023-03-29,D0035,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003222,2023-03-29,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003223,2023-03-29,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003224,2023-03-29,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003225,2023-03-29,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003226,2023-03-29,D0042,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003227,2023-03-29,D0043,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003228,2023-03-29,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003229,2023-03-29,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003230,2023-03-29,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003231,2023-03-29,D0048,18,18,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003232,2023-03-29,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003233,2023-03-29,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003234,2023-03-30,D0001,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003235,2023-03-30,D0003,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003236,2023-03-30,D0005,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003237,2023-03-30,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003238,2023-03-30,D0007,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003239,2023-03-30,D0009,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003240,2023-03-30,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003241,2023-03-30,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003242,2023-03-30,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003243,2023-03-30,D0015,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003244,2023-03-30,D0016,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003245,2023-03-30,D0017,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003246,2023-03-30,D0018,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003247,2023-03-30,D0021,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003248,2023-03-30,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003249,2023-03-30,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003250,2023-03-30,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003251,2023-03-30,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003252,2023-03-30,D0029,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003253,2023-03-30,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003254,2023-03-30,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003255,2023-03-30,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003256,2023-03-30,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003257,2023-03-30,D0034,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003258,2023-03-30,D0035,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003259,2023-03-30,D0036,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003260,2023-03-30,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003261,2023-03-30,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003262,2023-03-30,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003263,2023-03-30,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003264,2023-03-30,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003265,2023-03-30,D0042,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003266,2023-03-30,D0043,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003267,2023-03-30,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003268,2023-03-30,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003269,2023-03-30,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003270,2023-03-30,D0048,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003271,2023-03-30,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003272,2023-03-30,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003273,2023-03-31,D0001,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003274,2023-03-31,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003275,2023-03-31,D0005,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003276,2023-03-31,D0006,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003277,2023-03-31,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003278,2023-03-31,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003279,2023-03-31,D0009,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003280,2023-03-31,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003281,2023-03-31,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003282,2023-03-31,D0012,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003283,2023-03-31,D0016,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003284,2023-03-31,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003285,2023-03-31,D0018,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003286,2023-03-31,D0020,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003287,2023-03-31,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003288,2023-03-31,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003289,2023-03-31,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003290,2023-03-31,D0024,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003291,2023-03-31,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003292,2023-03-31,D0027,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003293,2023-03-31,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003294,2023-03-31,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003295,2023-03-31,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003296,2023-03-31,D0032,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003297,2023-03-31,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003298,2023-03-31,D0034,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003299,2023-03-31,D0035,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003300,2023-03-31,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003301,2023-03-31,D0038,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003302,2023-03-31,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003303,2023-03-31,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003304,2023-03-31,D0042,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003305,2023-03-31,D0043,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003306,2023-03-31,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003307,2023-03-31,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003308,2023-03-31,D0048,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003309,2023-03-31,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003310,2023-03-31,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003311,2023-04-01,D0001,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003312,2023-04-01,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003313,2023-04-01,D0005,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003314,2023-04-01,D0006,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003315,2023-04-01,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003316,2023-04-01,D0009,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003317,2023-04-01,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003318,2023-04-01,D0011,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003319,2023-04-01,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003320,2023-04-01,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003321,2023-04-01,D0016,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003322,2023-04-01,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003323,2023-04-01,D0018,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003324,2023-04-01,D0021,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003325,2023-04-01,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003326,2023-04-01,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003327,2023-04-01,D0027,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003328,2023-04-01,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003329,2023-04-01,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003330,2023-04-01,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003331,2023-04-01,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003332,2023-04-01,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003333,2023-04-01,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003334,2023-04-01,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003335,2023-04-01,D0042,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003336,2023-04-01,D0043,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003337,2023-04-01,D0046,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003338,2023-04-01,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003339,2023-04-01,D0048,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003340,2023-04-01,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003341,2023-04-01,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003342,2023-04-02,D0001,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003343,2023-04-02,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003344,2023-04-02,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003345,2023-04-02,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003346,2023-04-02,D0007,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003347,2023-04-02,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003348,2023-04-02,D0009,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003349,2023-04-02,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003350,2023-04-02,D0011,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003351,2023-04-02,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003352,2023-04-02,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003353,2023-04-02,D0016,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003354,2023-04-02,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003355,2023-04-02,D0018,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003356,2023-04-02,D0020,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003357,2023-04-02,D0021,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003358,2023-04-02,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003359,2023-04-02,D0027,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003360,2023-04-02,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003361,2023-04-02,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003362,2023-04-02,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003363,2023-04-02,D0032,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003364,2023-04-02,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003365,2023-04-02,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003366,2023-04-02,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003367,2023-04-02,D0037,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003368,2023-04-02,D0038,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003369,2023-04-02,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003370,2023-04-02,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003371,2023-04-02,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003372,2023-04-02,D0042,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003373,2023-04-02,D0043,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003374,2023-04-02,D0046,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003375,2023-04-02,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003376,2023-04-02,D0048,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003377,2023-04-02,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003378,2023-04-02,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003379,2023-04-03,D0001,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003380,2023-04-03,D0003,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003381,2023-04-03,D0005,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003382,2023-04-03,D0006,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003383,2023-04-03,D0007,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003384,2023-04-03,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003385,2023-04-03,D0009,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003386,2023-04-03,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003387,2023-04-03,D0011,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003388,2023-04-03,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003389,2023-04-03,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003390,2023-04-03,D0016,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003391,2023-04-03,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003392,2023-04-03,D0018,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003393,2023-04-03,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003394,2023-04-03,D0021,13,13,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003395,2023-04-03,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003396,2023-04-03,D0024,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003397,2023-04-03,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003398,2023-04-03,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003399,2023-04-03,D0028,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003400,2023-04-03,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003401,2023-04-03,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003402,2023-04-03,D0032,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003403,2023-04-03,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003404,2023-04-03,D0035,18,18,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003405,2023-04-03,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003406,2023-04-03,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003407,2023-04-03,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003408,2023-04-03,D0040,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003409,2023-04-03,D0041,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003410,2023-04-03,D0042,14,14,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003411,2023-04-03,D0043,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003412,2023-04-03,D0045,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003413,2023-04-03,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003414,2023-04-03,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003415,2023-04-03,D0048,12,12,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003416,2023-04-03,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003417,2023-04-03,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003418,2023-04-04,D0001,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003419,2023-04-04,D0003,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003420,2023-04-04,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003421,2023-04-04,D0005,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003422,2023-04-04,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003423,2023-04-04,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003424,2023-04-04,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003425,2023-04-04,D0009,10,10,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003426,2023-04-04,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003427,2023-04-04,D0011,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003428,2023-04-04,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003429,2023-04-04,D0016,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00003430,2023-04-04,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
