DeliveryID,PurchaseID,DrugID,SupplierID,OrderDate,DeliveryDate,LeadTimeDays,OrderedQuantity,ReceivedQuantity,OnTime,DataSource,DataStatus,NotOperationalEvidence
DEL0000190,P0000190,D0027,S006,2024-03-08,2024-03-23,15,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000191,P0000191,D0034,S003,2024-03-14,2024-03-21,7,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000192,P0000192,D0001,S002,2024-03-15,2024-03-26,11,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000193,P0000193,D0024,S007,2024-03-16,2024-03-19,3,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000194,P0000194,D0038,S005,2024-03-17,2024-03-19,2,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000195,P0000195,D0043,S008,2024-03-18,2024-03-22,4,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000196,P0000196,D0007,S007,2024-03-21,2024-03-23,2,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000197,P0000197,D0005,S003,2024-03-26,2024-04-02,7,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000198,P0000198,D0014,S008,2024-03-27,2024-03-29,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000199,P0000199,D0031,S006,2024-03-27,2024-04-13,17,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000200,P0000200,D0035,S007,2024-03-28,2024-03-30,2,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000201,P0000201,D0037,S003,2024-03-28,2024-04-07,10,52,43,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000202,P0000202,D0010,S008,2024-03-29,2024-04-02,4,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000203,P0000203,D0030,S003,2024-04-01,2024-04-10,9,56,48,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000204,P0000204,D0011,S001,2024-04-02,2024-04-11,9,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000205,P0000205,D0003,S007,2024-04-03,2024-04-08,5,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000206,P0000206,D0046,S005,2024-04-06,2024-04-08,2,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000207,P0000207,D0048,S005,2024-04-06,2024-04-08,2,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000208,P0000208,D0029,S007,2024-04-08,2024-04-10,2,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000209,P0000209,D0006,S004,2024-04-10,2024-04-18,8,108,97,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000210,P0000210,D0042,S005,2024-04-10,2024-04-13,3,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000211,P0000211,D0047,S010,2024-04-10,2024-04-22,12,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000212,P0000212,D0009,S008,2024-04-11,2024-04-16,5,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000213,P0000213,D0032,S005,2024-04-11,2024-04-13,2,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000214,P0000214,D0039,S002,2024-04-12,2024-04-21,9,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000215,P0000215,D0041,S006,2024-04-12,2024-04-27,15,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000216,P0000216,D0016,S003,2024-04-13,2024-04-18,5,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000217,P0000217,D0049,S003,2024-04-14,2024-04-23,9,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000218,P0000218,D0033,S010,2024-04-15,2024-04-28,13,50,45,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000219,P0000219,D0050,S008,2024-04-17,2024-04-19,2,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000220,P0000220,D0017,S010,2024-04-18,2024-04-28,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000221,P0000221,D0022,S006,2024-04-18,2024-04-27,9,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000222,P0000222,D0018,S004,2024-04-20,2024-05-03,13,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000223,P0000223,D0021,S010,2024-04-22,2024-05-02,10,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000224,P0000224,D0027,S003,2024-04-22,2024-05-01,9,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000225,P0000225,D0008,S010,2024-04-26,2024-05-08,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000226,P0000226,D0001,S001,2024-04-27,2024-05-11,14,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000227,P0000227,D0038,S009,2024-05-03,2024-05-06,3,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000228,P0000228,D0043,S005,2024-05-04,2024-05-08,4,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000229,P0000229,D0034,S004,2024-05-05,2024-05-16,11,95,78,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000230,P0000230,D0024,S006,2024-05-06,2024-05-18,12,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000231,P0000231,D0037,S010,2024-05-07,2024-05-17,10,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000232,P0000232,D0007,S001,2024-05-10,2024-05-16,6,162,134,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000233,P0000233,D0030,S005,2024-05-13,2024-05-18,5,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000234,P0000234,D0005,S010,2024-05-15,2024-05-26,11,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000235,P0000235,D0010,S008,2024-05-15,2024-05-17,2,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000236,P0000236,D0003,S003,2024-05-17,2024-05-26,9,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000237,P0000237,D0035,S001,2024-05-18,2024-05-25,7,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000238,P0000238,D0041,S007,2024-05-19,2024-05-21,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000239,P0000239,D0011,S001,2024-05-22,2024-05-29,7,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000240,P0000240,D0014,S004,2024-05-25,2024-06-04,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000241,P0000241,D0006,S004,2024-05-26,2024-06-03,8,108,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000242,P0000242,D0029,S007,2024-05-26,2024-05-28,2,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000243,P0000243,D0048,S009,2024-05-26,2024-05-29,3,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000244,P0000244,D0042,S001,2024-05-27,2024-05-31,4,455,375,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000245,P0000245,D0046,S006,2024-05-27,2024-06-09,13,218,201,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000246,P0000246,D0009,S007,2024-05-31,2024-06-05,5,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000247,P0000247,D0047,S008,2024-06-02,2024-06-04,2,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000248,P0000248,D0016,S003,2024-06-03,2024-06-13,10,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000249,P0000249,D0032,S010,2024-06-03,2024-06-16,13,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000250,P0000250,D0049,S008,2024-06-05,2024-06-08,3,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000251,P0000251,D0018,S002,2024-06-06,2024-06-15,9,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000252,P0000252,D0039,S002,2024-06-06,2024-06-18,12,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000253,P0000253,D0017,S010,2024-06-08,2024-06-17,9,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000254,P0000254,D0001,S005,2024-06-09,2024-06-11,2,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000255,P0000255,D0021,S006,2024-06-09,2024-06-30,21,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000256,P0000256,D0050,S006,2024-06-11,2024-07-03,22,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000257,P0000257,D0027,S005,2024-06-13,2024-06-15,2,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000258,P0000258,D0034,S005,2024-06-14,2024-06-16,2,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000259,P0000259,D0008,S006,2024-06-25,2024-07-10,15,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000260,P0000260,D0038,S005,2024-06-25,2024-06-29,4,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000261,P0000261,D0043,S004,2024-06-25,2024-07-06,11,455,408,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000262,P0000262,D0007,S009,2024-06-26,2024-07-02,6,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000263,P0000263,D0024,S010,2024-06-27,2024-07-07,10,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000264,P0000264,D0041,S002,2024-07-04,2024-07-11,7,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000265,P0000265,D0037,S003,2024-07-06,2024-07-11,5,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000266,P0000266,D0033,S006,2024-07-07,2024-07-19,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000267,P0000267,D0042,S003,2024-07-08,2024-07-19,11,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000268,P0000268,D0003,S004,2024-07-09,2024-07-16,7,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000269,P0000269,D0030,S007,2024-07-10,2024-07-13,3,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000270,P0000270,D0005,S010,2024-07-11,2024-07-21,10,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000271,P0000271,D0022,S006,2024-07-11,2024-07-18,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000272,P0000272,D0035,S008,2024-07-12,2024-07-14,2,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000273,P0000273,D0006,S004,2024-07-14,2024-07-22,8,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000274,P0000274,D0010,S002,2024-07-16,2024-07-30,14,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000275,P0000275,D0011,S006,2024-07-18,2024-07-26,8,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000276,P0000276,D0046,S007,2024-07-18,2024-07-22,4,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000277,P0000277,D0029,S001,2024-07-19,2024-07-28,9,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000278,P0000278,D0048,S007,2024-07-19,2024-07-21,2,414,356,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000279,P0000279,D0045,S009,2024-07-21,2024-07-29,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000280,P0000280,D0009,S001,2024-07-24,2024-07-27,3,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000281,P0000281,D0016,S004,2024-07-31,2024-08-09,9,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000282,P0000282,D0017,S002,2024-07-31,2024-08-03,3,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000283,P0000283,D0001,S003,2024-08-03,2024-08-12,9,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000284,P0000284,D0032,S001,2024-08-05,2024-08-13,8,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000285,P0000285,D0018,S009,2024-08-07,2024-08-16,9,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000286,P0000286,D0050,S004,2024-08-07,2024-08-18,11,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000287,P0000287,D0021,S007,2024-08-08,2024-08-13,5,426,395,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000288,P0000288,D0039,S005,2024-08-09,2024-08-11,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000289,P0000289,D0047,S008,2024-08-09,2024-08-13,4,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000290,P0000290,D0049,S009,2024-08-10,2024-08-13,3,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000291,P0000291,D0027,S001,2024-08-13,2024-08-24,11,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000292,P0000292,D0031,S005,2024-08-16,2024-08-18,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000293,P0000293,D0034,S007,2024-08-18,2024-08-20,2,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000294,P0000294,D0043,S010,2024-08-19,2024-08-29,10,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000295,P0000295,D0014,S007,2024-08-27,2024-08-31,4,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000296,P0000296,D0024,S004,2024-08-29,2024-09-06,8,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000297,P0000297,D0038,S003,2024-08-31,2024-09-09,9,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000298,P0000298,D0007,S007,2024-09-02,2024-09-04,2,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000299,P0000299,D0041,S005,2024-09-03,2024-09-05,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000300,P0000300,D0044,S004,2024-09-06,2024-09-16,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000301,P0000301,D0008,S009,2024-09-12,2024-09-20,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000302,P0000302,D0048,S003,2024-09-12,2024-09-21,9,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000303,P0000303,D0003,S005,2024-09-14,2024-09-16,2,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000304,P0000304,D0042,S001,2024-09-14,2024-09-19,5,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000305,P0000305,D0030,S008,2024-09-17,2024-09-21,4,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000306,P0000306,D0035,S003,2024-09-18,2024-09-26,8,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000307,P0000307,D0005,S003,2024-09-19,2024-09-25,6,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000308,P0000308,D0006,S005,2024-09-23,2024-09-25,2,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000309,P0000309,D0029,S003,2024-09-26,2024-09-30,4,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000310,P0000310,D0046,S007,2024-09-29,2024-10-02,3,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000311,P0000311,D0010,S004,2024-10-03,2024-10-10,7,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000312,P0000312,D0009,S007,2024-10-04,2024-10-06,2,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000313,P0000313,D0011,S003,2024-10-04,2024-10-12,8,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000314,P0000314,D0037,S006,2024-10-04,2024-10-15,11,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000315,P0000315,D0001,S003,2024-10-09,2024-10-17,8,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000316,P0000316,D0021,S010,2024-10-13,2024-10-24,11,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000317,P0000317,D0016,S001,2024-10-15,2024-10-28,13,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000318,P0000318,D0049,S009,2024-10-20,2024-10-23,3,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000319,P0000319,D0039,S004,2024-10-23,2024-11-02,10,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000320,P0000320,D0017,S003,2024-10-24,2024-11-03,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000321,P0000321,D0027,S003,2024-10-25,2024-11-02,8,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000322,P0000322,D0050,S005,2024-10-26,2024-10-28,2,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000323,P0000323,D0018,S009,2024-10-27,2024-11-01,5,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000324,P0000324,D0033,S008,2024-10-28,2024-11-01,4,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000325,P0000325,D0032,S004,2024-11-02,2024-11-10,8,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000326,P0000326,D0043,S007,2024-11-02,2024-11-07,5,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000327,P0000327,D0047,S003,2024-11-02,2024-11-12,10,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000328,P0000328,D0034,S010,2024-11-04,2024-11-14,10,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000329,P0000329,D0014,S006,2024-11-11,2024-12-02,21,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000330,P0000330,D0024,S010,2024-11-12,2024-11-23,11,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000331,P0000331,D0041,S009,2024-11-12,2024-11-17,5,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000332,P0000332,D0022,S009,2024-11-13,2024-11-19,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000333,P0000333,D0038,S008,2024-11-14,2024-11-16,2,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000334,P0000334,D0042,S007,2024-11-19,2024-11-21,2,455,424,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000335,P0000335,D0007,S003,2024-11-23,2024-12-03,10,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000336,P0000336,D0003,S008,2024-11-25,2024-11-27,2,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000337,P0000337,D0035,S006,2024-11-28,2024-12-17,19,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000338,P0000338,D0048,S003,2024-11-28,2024-12-03,5,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000339,P0000339,D0030,S006,2024-12-01,2024-12-14,13,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000340,P0000340,D0006,S002,2024-12-02,2024-12-12,10,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000341,P0000341,D0005,S001,2024-12-05,2024-12-15,10,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000342,P0000342,D0029,S005,2024-12-08,2024-12-11,3,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000343,P0000343,D0008,S002,2024-12-09,2024-12-13,4,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000344,P0000344,D0009,S006,2024-12-09,2024-12-23,14,319,264,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000345,P0000345,D0001,S010,2024-12-10,2024-12-17,7,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000346,P0000346,D0010,S003,2024-12-11,2024-12-17,6,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000347,P0000347,D0046,S006,2024-12-13,2024-12-29,16,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000348,P0000348,D0011,S010,2024-12-15,2024-12-26,11,279,253,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000349,P0000349,D0037,S010,2024-12-18,2024-12-27,9,52,48,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000350,P0000350,D0021,S006,2024-12-19,2025-01-04,16,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000351,P0000351,D0016,S002,2024-12-24,2025-01-08,15,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000352,P0000352,D0049,S006,2024-12-24,2025-01-03,10,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000353,P0000353,D0027,S004,2024-12-28,2025-01-05,8,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000354,P0000354,D0039,S004,2025-01-04,2025-01-13,9,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000355,P0000355,D0018,S007,2025-01-06,2025-01-08,2,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000356,P0000356,D0043,S005,2025-01-06,2025-01-08,2,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000357,P0000357,D0031,S006,2025-01-07,2025-01-22,15,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000358,P0000358,D0050,S007,2025-01-07,2025-01-13,6,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000359,P0000359,D0024,S003,2025-01-09,2025-01-17,8,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000360,P0000360,D0017,S005,2025-01-10,2025-01-12,2,50,44,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000361,P0000361,D0041,S001,2025-01-12,2025-01-16,4,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000362,P0000362,D0032,S010,2025-01-13,2025-01-21,8,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000363,P0000363,D0038,S005,2025-01-14,2025-01-19,5,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000364,P0000364,D0042,S005,2025-01-14,2025-01-23,9,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000365,P0000365,D0034,S010,2025-01-17,2025-01-27,10,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000366,P0000366,D0047,S010,2025-01-17,2025-01-28,11,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000367,P0000367,D0007,S008,2025-01-21,2025-01-23,2,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000368,P0000368,D0003,S002,2025-01-23,2025-02-06,14,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000369,P0000369,D0009,S005,2025-01-24,2025-01-26,2,319,270,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000370,P0000370,D0033,S010,2025-01-24,2025-02-03,10,50,44,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000371,P0000371,D0048,S003,2025-01-25,2025-01-31,6,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000372,P0000372,D0030,S009,2025-01-26,2025-02-04,9,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000373,P0000373,D0006,S007,2025-01-28,2025-01-30,2,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000374,P0000374,D0029,S009,2025-01-31,2025-02-11,11,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000375,P0000375,D0001,S004,2025-02-01,2025-02-10,9,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000376,P0000376,D0035,S004,2025-02-01,2025-02-11,10,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000377,P0000377,D0005,S002,2025-02-05,2025-02-13,8,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000378,P0000378,D0011,S004,2025-02-07,2025-02-14,7,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000379,P0000379,D0021,S005,2025-02-08,2025-02-17,9,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
